txn_id,source,city,area,building,property_type,bedrooms,size_sqft,price,txn_date
sale_00508,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1874.4,4235000.0,2025-07-11
sale_00509,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1580.0,2913000.0,2025-10-07
sale_00510,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1592.2,2876000.0,2026-01-06
sale_00511,dld,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1785.9,3259000.0,2025-09-15
sale_00512,dxbconnect,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1654.0,3242000.0,2025-11-28
sale_00513,adre,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1814.2,3611000.0,2025-12-16
sale_00514,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1721.5,3093000.0,2026-05-01
sale_00515,dld,Abu Dhabi,Saadiyat Island,Soho Square,apartment,3,1709.7,2765000.0,2025-07-12
sale_00516,dxbconnect,Abu Dhabi,Saadiyat Island,Park View,apartment,3,1770.2,3745000.0,2025-12-08
sale_00517,adre,Abu Dhabi,Saadiyat Island,Mamsha,apartment,3,1730.8,3615000.0,2026-05-10
sale_00518,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,459.8,633000.0,2025-11-29
sale_00519,dxbconnect,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,451.0,595000.0,2026-04-18
sale_00520,adre,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,444.4,581000.0,2026-04-03
sale_00521,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,451.6,592000.0,2025-09-09
sale_00522,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,407.0,568000.0,2026-04-17
sale_00523,dxbconnect,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,486.5,567000.0,2026-03-24
sale_00524,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,467.6,631000.0,2025-10-23
sale_00525,adre,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,478.3,688000.0,2025-12-03
sale_00526,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,452.8,521000.0,2026-02-16
sale_00527,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,477.8,605000.0,2026-02-23
sale_00528,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,483.8,724000.0,2025-07-13
sale_00529,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,0,480.6,651000.0,2026-02-16
sale_00530,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,0,471.4,662000.0,2025-11-15
sale_00531,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,0,452.9,675000.0,2026-02-12
sale_00532,adre,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,752.5,1017000.0,2025-12-01
sale_00533,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,718.7,832000.0,2025-09-09
sale_00534,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,727.7,956000.0,2026-05-04
sale_00535,dld,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,790.8,1045000.0,2026-05-21
sale_00536,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,802.2,1031000.0,2026-06-05
sale_00537,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,798.4,972000.0,2026-01-02
sale_00538,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,729.2,1082000.0,2025-10-28
sale_00539,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,787.4,1047000.0,2025-07-19
sale_00540,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,762.6,1046000.0,2025-08-22
sale_00541,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,1,751.2,929000.0,2025-07-01
sale_00542,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,694.4,985000.0,2025-09-05
sale_00543,adre,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,1,703.9,998000.0,2026-02-05
sale_00544,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,758.6,1031000.0,2025-11-27
sale_00545,adre,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,1,730.2,1000000.0,2025-08-22
sale_00546,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1218.4,1763000.0,2025-10-30
sale_00547,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1027.4,1361000.0,2026-03-24
sale_00548,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1070.2,1491000.0,2026-04-24
sale_00549,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1140.7,1655000.0,2025-07-09
sale_00550,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1170.8,1649000.0,2025-12-10
sale_00551,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1190.4,1554000.0,2025-07-18
sale_00552,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1124.7,1573000.0,2026-05-20
sale_00553,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1264.3,1343000.0,2026-01-12
sale_00554,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1252.6,1653000.0,2025-09-28
sale_00555,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1252.7,1464000.0,2025-12-23
sale_00556,dxbconnect,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1176.1,1455000.0,2026-04-27
sale_00557,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,2,1241.3,1762000.0,2026-03-25
sale_00558,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,2,1151.4,1460000.0,2026-05-09
sale_00559,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,2,1293.6,1742000.0,2025-08-07
sale_00560,adre,Abu Dhabi,Al Raha Beach,Al Bandar,apartment,3,1630.9,2078000.0,2026-04-29
sale_00561,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1574.8,1802000.0,2026-04-20
sale_00562,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1516.1,1939000.0,2026-02-20
sale_00563,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,3,1904.1,2581000.0,2026-03-01
sale_00564,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1518.8,1957000.0,2026-02-18
sale_00565,dxbconnect,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,3,1792.6,2216000.0,2025-10-19
sale_00566,dxbconnect,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1640.2,2240000.0,2026-03-02
sale_00567,dld,Abu Dhabi,Al Raha Beach,Al Muneera,apartment,3,1675.9,2146000.0,2026-05-27
sale_00568,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1724.3,2313000.0,2025-10-05
sale_00569,adre,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1675.9,2214000.0,2026-06-02
sale_00570,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1873.1,2291000.0,2025-09-09
sale_00571,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1722.2,2581000.0,2025-12-29
sale_00572,dld,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1717.4,2228000.0,2025-08-08
sale_00573,adre,Abu Dhabi,Al Raha Beach,Al Zeina,apartment,3,1619.8,2142000.0,2025-12-07
